# Pedestrian related event data (events separated by blank lines)
# Number of pedestrian related events: 6
# milliseconds, datetime, fix_mode, lat, long, alt, speed, heading, accuracy_horiz, accuracy_vert, accuracy_speed, accuracy_heading, acc, yaw_rate, yaw_rate_dot, range, range_rate, event_marker

3630, 2018-05-14T10:54:07199999929Z, 0.0, 49.9555302, -15.5291164, 12429.01074, 0.0, 104.43301, 4294967.5, 3750000.25, 6.7610001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
3730, 2018-05-14T10:54:07299999834Z, 0.0, 49.9555302, -15.5291164, 12429.01074, 0.0, 104.43301, 4294967.5, 3750000.25, 6.7610001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
3830, 2018-05-14T10:54:07400000007Z, 0.0, 50.04529793333333, -15.295986233333332, 12462.130206666667, 0.0, 104.43301, 4294967.5, 3750000.25, 6.800666766666667, 0.0055999, -1, -1, -1, 0.0, 0.0, False
3930, 2018-05-14T10:54:07500000001Z, 0.0, 50.2248334, -14.8297259, 12528.36914, 9.55, 104.43301, 4294967.5, 3750000.25, 6.8800001, 0.0055999, -1, -1, -1, 1.4, 10.6, False
4030, 2018-05-14T10:54:07600000025Z, 0.0, 50.2248334, -14.8297259, 12528.36914, 0.0, 104.43301, 4294967.5, 3750000.25, 6.8800001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
4130, 2018-05-14T10:54:07700000049Z, 0.0, 50.2248334, -14.8297259, 12528.36914, 0.0, 104.43301, 4294967.5, 3750000.25, 6.8800001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
4230, 2018-05-14T10:54:07800000073Z, 0.0, 50.2248334, -14.8297259, 12528.36914, 0.0, 104.43301, 4294967.5, 3750000.25, 6.8800001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
4330, 2018-05-14T10:54:07900000096Z, 0.0, 50.2248334, -14.8297259, 12528.36914, 0.0, 104.43301, 4294967.5, 3750000.25, 6.8800001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
4430, 2018-05-14T10:54:08120Z, 0.0, 50.2248334, -14.8297259, 12528.36914, 0.0, 104.43301, 4294967.5, 3750000.25, 6.8800001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
4530, 2018-05-14T10:54:08100000025Z, 0.0, 50.2248334, -14.8297259, 12528.36914, 0.0, 104.43301, 4294967.5, 3750000.25, 6.8800001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
4630, 2018-05-14T10:54:08199999929Z, 0.0, 50.2248334, -14.8297259, 12528.36914, 0.0, 104.43301, 4294967.5, 3750000.25, 6.8800001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
4730, 2018-05-14T10:54:08299999834Z, 0.0, 50.2248334, -14.8297259, 12528.36914, 0.0, 104.43301, 4294967.5, 3750000.25, 6.8800001, 0.0055999, -1, -1, -1, 0.0, 0.0, False
4830, 2018-05-14T10:54:08400000007Z, 0.0, 49.94960086, -15.544883899999999, 12426.87773, 0.0, 104.43301, 4294967.5, 3750000.25, 6.9526002799999995, 0.0055999, -1, -1, -1, 0.0, 0.0, False
4930, 2018-05-14T10:54:08500000001Z, 0.0, 49.7661125, -16.0216559, 12359.21679, 0.0, 104.43301, 4294967.5, 3750000.25, 7.0010004, 0.0055999, -1, -1, -1, 0.0, 0.0, False
5030, 2018-05-14T10:54:08600000025Z, 0.0, 49.7661125, -16.0216559, 12359.21679, 0.0, 104.43301, 4294967.5, 3750000.25, 7.0010004, 0.0055999, -1, -1, -1, 0.0, 0.0, False
5130, 2018-05-14T10:54:08700000049Z, 0.0, 49.7661125, -16.0216559, 12359.21679, 0.0, 104.43301, 4294967.5, 3750000.25, 7.0010004, 0.0055999, -1, -1, -1, 0.0, 0.0, False
5230, 2018-05-14T10:54:08800000073Z, 0.0, 49.7661125, -16.0216559, 12359.21679, 0.0, 104.43301, 4294967.5, 3750000.25, 7.0010004, 0.0055999, -1, -1, -1, 0.0, 0.0, False
5330, 2018-05-14T10:54:08900000096Z, 0.0, 49.7661125, -16.0216559, 12359.21679, 0.0, 104.43301, 4294967.5, 3750000.25, 7.0010004, 0.0055999, -1, -1, -1, 0.0, 0.0, False
5430, 2018-05-14T10:54:09120Z, 0.0, 49.7661125, -16.0216559, 12359.21679, 0.0, 104.43301, 4294967.5, 3750000.25, 7.0010004, 0.0055999, -1, -1, -1, 0.0, 0.0, False
5530, 2018-05-14T10:54:09100000025Z, 0.0, 49.7661125, -16.0216559, 12359.21679, 0.0, 104.43301, 4294967.5, 3750000.25, 7.0010004, 0.0055999, -1, -1, -1, 0.0, 0.0, False
5630, 2018-05-14T10:54:09199999929Z, 0.0, 49.7661125, -16.0216559, 12359.21679, 0.0, 104.43301, 4294967.5, 3750000.25, 7.0010004, 0.0055999, -1, -1, -1, 0.0, 0.0, False
5730, 2018-05-14T10:54:09299999834Z, 0.0, 49.7661125, -16.0216559, 12359.21679, 0.0, 104.43301, 4294967.5, 3750000.25, 7.0010004, 0.0055999, -1, -1, -1, 0.0, 0.0, False

7530, 2018-05-14T10:54:11100000025Z, 0.0, 49.9731552, -15.5010297, 12435.49414, 0.0, 104.43301, 4294967.5, 3750000.25, 7.2500004, 0.0055999, -1, -1, -1, 0.0, 0.0, False
7630, 2018-05-14T10:54:11199999929Z, 0.0, 49.9731552, -15.5010297, 12435.49414, 0.0, 104.43301, 4294967.5, 3750000.25, 7.2500004, 0.0055999, -1, -1, -1, 0.0, 0.0, False

7930, 2018-05-14T10:54:11500000001Z, 0.0, 49.7794606, -16.0008439, 12364.13183, 0.0, 104.43301, 4294967.5, 3750000.25, 7.3770003, 0.0055999, -1, -1, -1, 0.0, 0.0, False
8030, 2018-05-14T10:54:11600000025Z, 0.0, 49.7794606, -16.0008439, 12364.13183, 0.0, 104.43301, 4294967.5, 3750000.25, 7.3770003, 0.0055999, -1, -1, -1, 0.0, 0.0, False
8130, 2018-05-14T10:54:11700000049Z, 0.0, 49.7794606, -16.0008439, 12364.13183, 0.0, 104.43301, 4294967.5, 3750000.25, 7.3770003, 0.0055999, -1, -1, -1, 0.0, 0.0, False
8230, 2018-05-14T10:54:11800000073Z, 0.0, 49.7794606, -16.0008439, 12364.13183, 0.0, 104.43301, 4294967.5, 3750000.25, 7.3770003, 0.0055999, -1, -1, -1, 0.0, 0.0, False
8330, 2018-05-14T10:54:11900000096Z, 0.0, 49.7794606, -16.0008439, 12364.13183, 0.0, 104.43301, 4294967.5, 3750000.25, 7.3770003, 0.0055999, -1, -1, -1, 0.0, 0.0, False

